series_code,category,price_type,adjustment_type,date,sales_value,price_flag,seasonal_adjusted,year,month,quarter
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2006-12-01,4023.0,Current,False,2006,12,2006Q4
sales6239,All other retailers,At current prices,Actual values,2006-12-01,7652.0,Current,False,2006,12,2006Q4
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2006-12-01,15109.0,Current,True,2006,12,2006Q4
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2006-12-01,3414.0,Current,True,2006,12,2006Q4
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2006-12-01,2059.0,Current,True,2006,12,2006Q4
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2006-12-01,5412.0,Current,True,2006,12,2006Q4
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2006-12-01,3106.0,Current,True,2006,12,2006Q4
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2006-12-01,4186.0,Current,True,2006,12,2006Q4
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2006-12-01,6293.0,Current,True,2006,12,2006Q4
con_act,,At constant prices,Actual values,2007-01-01,64326.0,Constant,False,2007,1,2007Q1
con_seas,,At constant prices,Seasonally adjusted values,2007-01-01,69639.0,Constant,False,2007,1,2007Q1
cur_act,,At current prices,Actual values,2007-01-01,36666.0,Current,False,2007,1,2007Q1
cur_seas,,At current prices,Seasonally adjusted values,2007-01-01,39864.0,Current,False,2007,1,2007Q1
sales621C,General dealers,At current prices,Actual values,2007-01-01,14029.0,Current,False,2007,1,2007Q1
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-01-01,3252.0,Current,False,2007,1,2007Q1
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-01-01,2098.0,Current,False,2007,1,2007Q1
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-01-01,4938.0,Current,False,2007,1,2007Q1
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-01-01,2635.0,Current,False,2007,1,2007Q1
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-01-01,3691.0,Current,False,2007,1,2007Q1
sales6239,All other retailers,At current prices,Actual values,2007-01-01,6024.0,Current,False,2007,1,2007Q1
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-01-01,15195.0,Current,True,2007,1,2007Q1
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-01-01,3534.0,Current,True,2007,1,2007Q1
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-01-01,2151.0,Current,True,2007,1,2007Q1
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-01-01,5475.0,Current,True,2007,1,2007Q1
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-01-01,2889.0,Current,True,2007,1,2007Q1
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-01-01,4323.0,Current,True,2007,1,2007Q1
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-01-01,6297.0,Current,True,2007,1,2007Q1
con_act,,At constant prices,Actual values,2007-02-01,64249.0,Constant,False,2007,2,2007Q1
con_seas,,At constant prices,Seasonally adjusted values,2007-02-01,70084.0,Constant,False,2007,2,2007Q1
cur_act,,At current prices,Actual values,2007-02-01,36622.0,Current,False,2007,2,2007Q1
cur_seas,,At current prices,Seasonally adjusted values,2007-02-01,40041.0,Current,False,2007,2,2007Q1
sales621C,General dealers,At current prices,Actual values,2007-02-01,14195.0,Current,False,2007,2,2007Q1
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-02-01,3148.0,Current,False,2007,2,2007Q1
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-02-01,2103.0,Current,False,2007,2,2007Q1
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-02-01,4532.0,Current,False,2007,2,2007Q1
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-02-01,2376.0,Current,False,2007,2,2007Q1
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-02-01,4162.0,Current,False,2007,2,2007Q1
sales6239,All other retailers,At current prices,Actual values,2007-02-01,6107.0,Current,False,2007,2,2007Q1
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-02-01,15394.0,Current,True,2007,2,2007Q1
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-02-01,3490.0,Current,True,2007,2,2007Q1
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-02-01,2178.0,Current,True,2007,2,2007Q1
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-02-01,5522.0,Current,True,2007,2,2007Q1
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-02-01,2870.0,Current,True,2007,2,2007Q1
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-02-01,4351.0,Current,True,2007,2,2007Q1
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-02-01,6236.0,Current,True,2007,2,2007Q1
con_act,,At constant prices,Actual values,2007-03-01,69932.0,Constant,False,2007,3,2007Q1
con_seas,,At constant prices,Seasonally adjusted values,2007-03-01,71914.0,Constant,False,2007,3,2007Q1
cur_act,,At current prices,Actual values,2007-03-01,40071.0,Current,False,2007,3,2007Q1
cur_seas,,At current prices,Seasonally adjusted values,2007-03-01,41085.0,Current,False,2007,3,2007Q1
sales621C,General dealers,At current prices,Actual values,2007-03-01,15866.0,Current,False,2007,3,2007Q1
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-03-01,3596.0,Current,False,2007,3,2007Q1
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-03-01,2255.0,Current,False,2007,3,2007Q1
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-03-01,4875.0,Current,False,2007,3,2007Q1
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-03-01,2602.0,Current,False,2007,3,2007Q1
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-03-01,4383.0,Current,False,2007,3,2007Q1
sales6239,All other retailers,At current prices,Actual values,2007-03-01,6495.0,Current,False,2007,3,2007Q1
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-03-01,15873.0,Current,True,2007,3,2007Q1
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-03-01,3596.0,Current,True,2007,3,2007Q1
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-03-01,2211.0,Current,True,2007,3,2007Q1
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-03-01,5580.0,Current,True,2007,3,2007Q1
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-03-01,2992.0,Current,True,2007,3,2007Q1
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-03-01,4389.0,Current,True,2007,3,2007Q1
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-03-01,6444.0,Current,True,2007,3,2007Q1
con_act,,At constant prices,Actual values,2007-04-01,69108.0,Constant,False,2007,4,2007Q2
con_seas,,At constant prices,Seasonally adjusted values,2007-04-01,71685.0,Constant,False,2007,4,2007Q2
cur_act,,At current prices,Actual values,2007-04-01,39737.0,Current,False,2007,4,2007Q2
cur_seas,,At current prices,Seasonally adjusted values,2007-04-01,41485.0,Current,False,2007,4,2007Q2
sales621C,General dealers,At current prices,Actual values,2007-04-01,15539.0,Current,False,2007,4,2007Q2
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-04-01,3652.0,Current,False,2007,4,2007Q2
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-04-01,2121.0,Current,False,2007,4,2007Q2
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-04-01,5842.0,Current,False,2007,4,2007Q2
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-04-01,2585.0,Current,False,2007,4,2007Q2
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-04-01,3916.0,Current,False,2007,4,2007Q2
sales6239,All other retailers,At current prices,Actual values,2007-04-01,6083.0,Current,False,2007,4,2007Q2
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-04-01,16163.0,Current,True,2007,4,2007Q2
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-04-01,3721.0,Current,True,2007,4,2007Q2
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-04-01,2156.0,Current,True,2007,4,2007Q2
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-04-01,5640.0,Current,True,2007,4,2007Q2
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-04-01,2937.0,Current,True,2007,4,2007Q2
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-04-01,4305.0,Current,True,2007,4,2007Q2
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-04-01,6563.0,Current,True,2007,4,2007Q2
con_act,,At constant prices,Actual values,2007-05-01,71608.0,Constant,False,2007,5,2007Q2
con_seas,,At constant prices,Seasonally adjusted values,2007-05-01,72869.0,Constant,False,2007,5,2007Q2
cur_act,,At current prices,Actual values,2007-05-01,41461.0,Current,False,2007,5,2007Q2
cur_seas,,At current prices,Seasonally adjusted values,2007-05-01,42320.0,Current,False,2007,5,2007Q2
sales621C,General dealers,At current prices,Actual values,2007-05-01,16065.0,Current,False,2007,5,2007Q2
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-05-01,3554.0,Current,False,2007,5,2007Q2
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-05-01,2336.0,Current,False,2007,5,2007Q2
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-05-01,5850.0,Current,False,2007,5,2007Q2
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-05-01,2785.0,Current,False,2007,5,2007Q2
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-05-01,4420.0,Current,False,2007,5,2007Q2
sales6239,All other retailers,At current prices,Actual values,2007-05-01,6451.0,Current,False,2007,5,2007Q2
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-05-01,16545.0,Current,True,2007,5,2007Q2
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-05-01,3675.0,Current,True,2007,5,2007Q2
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-05-01,2233.0,Current,True,2007,5,2007Q2
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-05-01,5716.0,Current,True,2007,5,2007Q2
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-05-01,3039.0,Current,True,2007,5,2007Q2
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-05-01,4384.0,Current,True,2007,5,2007Q2
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-05-01,6727.0,Current,True,2007,5,2007Q2
con_act,,At constant prices,Actual values,2007-06-01,69102.0,Constant,False,2007,6,2007Q2
con_seas,,At constant prices,Seasonally adjusted values,2007-06-01,71878.0,Constant,False,2007,6,2007Q2
cur_act,,At current prices,Actual values,2007-06-01,40148.0,Current,False,2007,6,2007Q2
cur_seas,,At current prices,Seasonally adjusted values,2007-06-01,41868.0,Current,False,2007,6,2007Q2
sales621C,General dealers,At current prices,Actual values,2007-06-01,16397.0,Current,False,2007,6,2007Q2
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-06-01,3503.0,Current,False,2007,6,2007Q2
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-06-01,2225.0,Current,False,2007,6,2007Q2
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-06-01,5216.0,Current,False,2007,6,2007Q2
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-06-01,2241.0,Current,False,2007,6,2007Q2
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-06-01,4382.0,Current,False,2007,6,2007Q2
sales6239,All other retailers,At current prices,Actual values,2007-06-01,6185.0,Current,False,2007,6,2007Q2
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-06-01,16721.0,Current,True,2007,6,2007Q2
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-06-01,3728.0,Current,True,2007,6,2007Q2
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-06-01,2222.0,Current,True,2007,6,2007Q2
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-06-01,5699.0,Current,True,2007,6,2007Q2
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-06-01,2363.0,Current,True,2007,6,2007Q2
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-06-01,4356.0,Current,True,2007,6,2007Q2
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-06-01,6780.0,Current,True,2007,6,2007Q2
con_act,,At constant prices,Actual values,2007-07-01,68556.0,Constant,False,2007,7,2007Q3
con_seas,,At constant prices,Seasonally adjusted values,2007-07-01,71619.0,Constant,False,2007,7,2007Q3
cur_act,,At current prices,Actual values,2007-07-01,40311.0,Current,False,2007,7,2007Q3
cur_seas,,At current prices,Seasonally adjusted values,2007-07-01,42113.0,Current,False,2007,7,2007Q3
sales621C,General dealers,At current prices,Actual values,2007-07-01,15671.0,Current,False,2007,7,2007Q3
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-07-01,3543.0,Current,False,2007,7,2007Q3
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-07-01,2273.0,Current,False,2007,7,2007Q3
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-07-01,5329.0,Current,False,2007,7,2007Q3
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-07-01,2465.0,Current,False,2007,7,2007Q3
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-07-01,4472.0,Current,False,2007,7,2007Q3
sales6239,All other retailers,At current prices,Actual values,2007-07-01,6560.0,Current,False,2007,7,2007Q3
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-07-01,16618.0,Current,True,2007,7,2007Q3
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-07-01,3711.0,Current,True,2007,7,2007Q3
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-07-01,2257.0,Current,True,2007,7,2007Q3
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-07-01,5749.0,Current,True,2007,7,2007Q3
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-07-01,2565.0,Current,True,2007,7,2007Q3
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-07-01,4447.0,Current,True,2007,7,2007Q3
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-07-01,6766.0,Current,True,2007,7,2007Q3
con_act,,At constant prices,Actual values,2007-08-01,69451.0,Constant,False,2007,8,2007Q3
con_seas,,At constant prices,Seasonally adjusted values,2007-08-01,72559.0,Constant,False,2007,8,2007Q3
cur_act,,At current prices,Actual values,2007-08-01,41115.0,Current,False,2007,8,2007Q3
cur_seas,,At current prices,Seasonally adjusted values,2007-08-01,42828.0,Current,False,2007,8,2007Q3
sales621C,General dealers,At current prices,Actual values,2007-08-01,16247.0,Current,False,2007,8,2007Q3
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-08-01,3601.0,Current,False,2007,8,2007Q3
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-08-01,2323.0,Current,False,2007,8,2007Q3
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-08-01,5143.0,Current,False,2007,8,2007Q3
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-08-01,2539.0,Current,False,2007,8,2007Q3
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-08-01,4669.0,Current,False,2007,8,2007Q3
sales6239,All other retailers,At current prices,Actual values,2007-08-01,6592.0,Current,False,2007,8,2007Q3
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-08-01,16920.0,Current,True,2007,8,2007Q3
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-08-01,3751.0,Current,True,2007,8,2007Q3
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-08-01,2305.0,Current,True,2007,8,2007Q3
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-08-01,5863.0,Current,True,2007,8,2007Q3
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-08-01,2654.0,Current,True,2007,8,2007Q3
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-08-01,4556.0,Current,True,2007,8,2007Q3
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-08-01,6779.0,Current,True,2007,8,2007Q3
con_act,,At constant prices,Actual values,2007-09-01,70178.0,Constant,False,2007,9,2007Q3
con_seas,,At constant prices,Seasonally adjusted values,2007-09-01,72411.0,Constant,False,2007,9,2007Q3
cur_act,,At current prices,Actual values,2007-09-01,41756.0,Current,False,2007,9,2007Q3
cur_seas,,At current prices,Seasonally adjusted values,2007-09-01,42775.0,Current,False,2007,9,2007Q3
sales621C,General dealers,At current prices,Actual values,2007-09-01,16906.0,Current,False,2007,9,2007Q3
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-09-01,3614.0,Current,False,2007,9,2007Q3
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-09-01,2159.0,Current,False,2007,9,2007Q3
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-09-01,5439.0,Current,False,2007,9,2007Q3
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-09-01,2455.0,Current,False,2007,9,2007Q3
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-09-01,4649.0,Current,False,2007,9,2007Q3
sales6239,All other retailers,At current prices,Actual values,2007-09-01,6533.0,Current,False,2007,9,2007Q3
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-09-01,16841.0,Current,True,2007,9,2007Q3
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-09-01,3730.0,Current,True,2007,9,2007Q3
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-09-01,2193.0,Current,True,2007,9,2007Q3
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-09-01,6130.0,Current,True,2007,9,2007Q3
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-09-01,2608.0,Current,True,2007,9,2007Q3
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-09-01,4525.0,Current,True,2007,9,2007Q3
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-09-01,6748.0,Current,True,2007,9,2007Q3
con_act,,At constant prices,Actual values,2007-10-01,71243.0,Constant,False,2007,10,2007Q4
con_seas,,At constant prices,Seasonally adjusted values,2007-10-01,71449.0,Constant,False,2007,10,2007Q4
cur_act,,At current prices,Actual values,2007-10-01,42817.0,Current,False,2007,10,2007Q4
cur_seas,,At current prices,Seasonally adjusted values,2007-10-01,42880.0,Current,False,2007,10,2007Q4
sales621C,General dealers,At current prices,Actual values,2007-10-01,16164.0,Current,False,2007,10,2007Q4
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-10-01,3656.0,Current,False,2007,10,2007Q4
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-10-01,2391.0,Current,False,2007,10,2007Q4
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-10-01,5684.0,Current,False,2007,10,2007Q4
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-10-01,2740.0,Current,False,2007,10,2007Q4
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-10-01,4949.0,Current,False,2007,10,2007Q4
sales6239,All other retailers,At current prices,Actual values,2007-10-01,7233.0,Current,False,2007,10,2007Q4
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-10-01,16744.0,Current,True,2007,10,2007Q4
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-10-01,3693.0,Current,True,2007,10,2007Q4
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-10-01,2386.0,Current,True,2007,10,2007Q4
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-10-01,5860.0,Current,True,2007,10,2007Q4
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-10-01,2696.0,Current,True,2007,10,2007Q4
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-10-01,4526.0,Current,True,2007,10,2007Q4
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-10-01,6976.0,Current,True,2007,10,2007Q4
con_act,,At constant prices,Actual values,2007-11-01,75851.0,Constant,False,2007,11,2007Q4
con_seas,,At constant prices,Seasonally adjusted values,2007-11-01,72678.0,Constant,False,2007,11,2007Q4
cur_act,,At current prices,Actual values,2007-11-01,45814.0,Current,False,2007,11,2007Q4
cur_seas,,At current prices,Seasonally adjusted values,2007-11-01,43576.0,Current,False,2007,11,2007Q4
sales621C,General dealers,At current prices,Actual values,2007-11-01,17387.0,Current,False,2007,11,2007Q4
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-11-01,3712.0,Current,False,2007,11,2007Q4
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-11-01,2485.0,Current,False,2007,11,2007Q4
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-11-01,6368.0,Current,False,2007,11,2007Q4
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-11-01,3154.0,Current,False,2007,11,2007Q4
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-11-01,5182.0,Current,False,2007,11,2007Q4
sales6239,All other retailers,At current prices,Actual values,2007-11-01,7527.0,Current,False,2007,11,2007Q4
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-11-01,17226.0,Current,True,2007,11,2007Q4
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-11-01,3670.0,Current,True,2007,11,2007Q4
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-11-01,2467.0,Current,True,2007,11,2007Q4
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-11-01,5971.0,Current,True,2007,11,2007Q4
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-11-01,2709.0,Current,True,2007,11,2007Q4
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-11-01,4556.0,Current,True,2007,11,2007Q4
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-11-01,6976.0,Current,True,2007,11,2007Q4
con_act,,At constant prices,Actual values,2007-12-01,96149.0,Constant,False,2007,12,2007Q4
con_seas,,At constant prices,Seasonally adjusted values,2007-12-01,71254.0,Constant,False,2007,12,2007Q4
cur_act,,At current prices,Actual values,2007-12-01,58266.0,Current,False,2007,12,2007Q4
cur_seas,,At current prices,Seasonally adjusted values,2007-12-01,43317.0,Current,False,2007,12,2007Q4
sales621C,General dealers,At current prices,Actual values,2007-12-01,23644.0,Current,False,2007,12,2007Q4
sales6220,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Actual values,2007-12-01,5279.0,Current,False,2007,12,2007Q4
sales6231,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Actual values,2007-12-01,2461.0,Current,False,2007,12,2007Q4
sales6232,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Actual values,2007-12-01,10344.0,Current,False,2007,12,2007Q4
sales6233,"Retailers in household furniture,appliances and equipment",At current prices,Actual values,2007-12-01,4206.0,Current,False,2007,12,2007Q4
sales6234,"Retailers in hardware,paint and glass",At current prices,Actual values,2007-12-01,4070.0,Current,False,2007,12,2007Q4
sales6239,All other retailers,At current prices,Actual values,2007-12-01,8262.0,Current,False,2007,12,2007Q4
sales621C_D11,General dealers,At current prices,Seasonally adjusted values,2007-12-01,17489.0,Current,True,2007,12,2007Q4
sales6220_D11,"Retailers of food, beverages and tobacco in specialised stores",At current prices,Seasonally adjusted values,2007-12-01,3750.0,Current,True,2007,12,2007Q4
sales6231_D11,"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At current prices,Seasonally adjusted values,2007-12-01,2446.0,Current,True,2007,12,2007Q4
sales6232_D11,"Retailers in textiles,clothing,footwear and leather goods",At current prices,Seasonally adjusted values,2007-12-01,6034.0,Current,True,2007,12,2007Q4
sales6233_D11,"Retailers in household furniture,appliances and equipment",At current prices,Seasonally adjusted values,2007-12-01,2652.0,Current,True,2007,12,2007Q4
sales6234_D11,"Retailers in hardware,paint and glass",At current prices,Seasonally adjusted values,2007-12-01,4165.0,Current,True,2007,12,2007Q4
sales6239_D11,All other retailers,At current prices,Seasonally adjusted values,2007-12-01,6781.0,Current,True,2007,12,2007Q4
con_S621C,General dealers,At constant prices,Actual values,2008-01-01,29652.0,Constant,False,2008,1,2008Q1
con_S6220,"Retailers of food, beverages and tobacco in specialised stores",At constant prices,Actual values,2008-01-01,6815.0,Constant,False,2008,1,2008Q1
